hub_id,assigned_hub_name,assigned_hub_level,assigned_hub_ownership,assigned_hub_subregion,cl_binary,hu_binary,nbs_binary,tr_binary,hub_service_score,hub_service_deficit,hub_readiness,linked_spokes,linked_existing_nbs_spokes,linked_collocated_candidate_spokes,min_assigned_distance_km,median_assigned_distance_km,mean_assigned_distance_km,max_assigned_distance_km,functional_routes,partial_routes,moderate_functional_routes,moderate_partial_routes,long_routes,very_long_routes,weak_or_long_routes,pct_weak_or_long_routes,workload_category,route_risk_category,hub_priority_flag,missing_cl,missing_hu,missing_nbs,missing_tr,missing_service_domains
HF1530,Busiu HC IV,HC IV,Government,BUGISU,1,1,0,0,2,0.5,partial_hub_score_2,2,2,0,0,8.6,8.6,17.3,0,2,0,0,0,0,2,100,low_spoke_load,high_route_risk,partial_service_hub_with_route_risk,FALSE,FALSE,TRUE,TRUE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF0052,Gombe HOSPITAL,General Hospital,Government,SOUTH BUGANDA,0,0,1,1,2,0.5,partial_hub_score_2,2,2,0,0,11.8,11.8,23.6,0,2,0,0,0,0,2,100,low_spoke_load,high_route_risk,partial_service_hub_with_route_risk,TRUE,TRUE,FALSE,FALSE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF1147,Kidera HC IV,HC IV,Government,BUSOGA,1,1,0,0,2,0.5,partial_hub_score_2,2,1,1,0,14,14,28,0,1,0,1,0,0,2,100,low_spoke_load,high_route_risk,partial_service_hub_with_route_risk,FALSE,FALSE,TRUE,TRUE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF1515,Kigandalo HC IV,HC IV,Government,BUSOGA,1,0,1,0,2,0.5,partial_hub_score_2,2,2,0,0,4.8,4.8,9.6,0,2,0,0,0,0,2,100,low_spoke_load,high_route_risk,partial_service_hub_with_route_risk,FALSE,TRUE,FALSE,TRUE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF0854,Bamu HOSPITAL,General Hospital,Private For Profit,SOUTH BUGANDA,0,0,1,1,2,0.5,partial_hub_score_2,1,1,0,12.7,12.7,12.7,12.7,0,1,0,0,0,0,1,100,low_spoke_load,high_route_risk,partial_service_hub_with_route_risk,TRUE,TRUE,FALSE,FALSE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF1483,Bugobero HC IV,HC IV,Government,BUGISU,1,1,0,0,2,0.5,partial_hub_score_2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,100,low_spoke_load,high_route_risk,partial_service_hub_with_route_risk,FALSE,FALSE,TRUE,TRUE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF0002,Buikwe St. Charles Lwanga HOSPITAL,General Hospital,Private Not For Profit,NORTH BUGANDA,0,0,1,1,2,0.5,partial_hub_score_2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,100,low_spoke_load,high_route_risk,partial_service_hub_with_route_risk,TRUE,TRUE,FALSE,FALSE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF0316,Bukomero HC IV,HC IV,Government,NORTH BUGANDA,1,1,0,0,2,0.5,partial_hub_score_2,1,1,0,28.8,28.8,28.8,28.8,0,0,0,1,0,0,1,100,low_spoke_load,high_route_risk,partial_service_hub_with_route_risk,FALSE,FALSE,TRUE,TRUE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF2494,Busaru HC IV,HC IV,Private Not For Profit,TORO,1,1,0,0,2,0.5,partial_hub_score_2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,100,low_spoke_load,high_route_risk,partial_service_hub_with_route_risk,FALSE,FALSE,TRUE,TRUE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF0263,Butabika NATIONAL REFERAL HOSPITAL,NR Hospital,Government,KAMPALA,0,0,1,1,2,0.5,partial_hub_score_2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,100,low_spoke_load,high_route_risk,partial_service_hub_with_route_risk,TRUE,TRUE,FALSE,FALSE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF2594,Ibanda HOSPITAL,General Hospital,Private Not For Profit,ANKOLE,0,0,1,1,2,0.5,partial_hub_score_2,1,1,0,41,41,41,41,0,0,0,1,0,0,1,100,low_spoke_load,high_route_risk,partial_service_hub_with_route_risk,TRUE,TRUE,FALSE,FALSE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF2927,Kagadi HOSPITAL,General Hospital,Government,BUNYORO,1,1,1,1,4,0,full_hub_score_4,1,1,0,52.7,52.7,52.7,52.7,0,0,0,0,1,0,1,100,low_spoke_load,high_route_risk,high_route_risk_hub,FALSE,FALSE,FALSE,FALSE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF0376,Kalagala HC IV,HC IV,Government,NORTH BUGANDA,1,1,0,0,2,0.5,partial_hub_score_2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,100,low_spoke_load,high_route_risk,partial_service_hub_with_route_risk,FALSE,FALSE,TRUE,TRUE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF3019,Kiryandongo HOSPITAL,General Hospital,Government,BUNYORO,0,0,1,1,2,0.5,partial_hub_score_2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,100,low_spoke_load,high_route_risk,partial_service_hub_with_route_risk,TRUE,TRUE,FALSE,FALSE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF2145,Koboko Hospital,General Hospital,Government,WEST NILE,1,0,0,1,2,0.5,partial_hub_score_2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,100,low_spoke_load,high_route_risk,partial_service_hub_with_route_risk,FALSE,TRUE,TRUE,FALSE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF0752,Nakasongola HC IV,HC IV,Government,NORTH BUGANDA,0,0,1,1,2,0.5,partial_hub_score_2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,100,low_spoke_load,high_route_risk,partial_service_hub_with_route_risk,TRUE,TRUE,FALSE,FALSE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF0720,Ngoma HC IV,HC IV,Government,NORTH BUGANDA,1,1,0,0,2,0.5,partial_hub_score_2,1,1,0,37.8,37.8,37.8,37.8,0,0,0,1,0,0,1,100,low_spoke_load,high_route_risk,partial_service_hub_with_route_risk,FALSE,FALSE,TRUE,TRUE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF0327,Kiboga HOSPITAL,General Hospital,Government,NORTH BUGANDA,1,0,1,1,3,0.25,strong_hub_score_3,2,2,0,0,37,37,73.9,1,0,0,0,1,0,1,50,low_spoke_load,high_route_risk,high_route_risk_hub,FALSE,TRUE,FALSE,FALSE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
